_c0,EffectiveDate,PricePerUnit,LeaseContractLength,PurchaseOption,OfferingClass,Location,InstanceType,CurrentGeneration,InstanceFamily,vCPU,ClockSpeed,Memory,Storage,NetworkPerformance,OperatingSystem,Tenancy,usageType,DedicatedEBSThroughput,NormalizationSizeFactor,ProcessorFeatures
1002742,01/07/19,0.0,"","","",Asia Pacific (Seoul),c5d.18xlarge,Yes,Compute optimized,72.0,3.0 Ghz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,Windows,Host,APN2-HostBoxUsage:c5d.18xlarge,9000 Mbps,144.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002768,31/05/18,32938.0,3yr,All Upfront,convertible,Canada (Central),m5d.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,CAN1-DedicatedUsage:m5d.4xlarge,2120 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002788,31/10/17,0.0,1yr,All Upfront,convertible,EU (Frankfurt),d2.4xlarge,Yes,Storage optimized,16.0,2.4 GHz,122 GiB,12 x 2000 HDD,High,Windows,Dedicated,EUC1-DedicatedUsage:d2.4xlarge,"",32.0,Intel AVX; Intel AVX2; Intel Turbo
1002795,01/07/19,0.0,"","","",Asia Pacific (Seoul),c5.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,72 GiB,EBS only,10 Gigabit,Windows,Host,APN2-HostBoxUsage:c5.9xlarge,4500 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002804,15/11/18,184755.0,3yr,Partial Upfront,standard,US East (N. Virginia),p3dn.24xlarge,Yes,GPU instance,96.0,2.5 GHz,768 GiB,2 x 900 NVMe SSD,100 Gigabit,Windows,Shared,BoxUsage:p3dn.24xlarge,14000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002814,30/06/18,2.853,1yr,Partial Upfront,standard,US East (N. Virginia),z1d.12xlarge,Yes,Memory optimized,48.0,"",384 GiB,2 x 900 NVMe SSD,25 Gigabit,Windows,Dedicated,DedicatedUsage:z1d.12xlarge,"",96.0,""
1002823,01/06/19,3.872,3yr,No Upfront,convertible,Canada (Central),r5a.24xlarge,Yes,Memory optimized,96.0,2.5 GHz,768 GiB,EBS only,20 Gigabit,RHEL,Dedicated,CAN1-DedicatedUsage:r5a.24xlarge,10000 Mbps,192.0,"AVX, AVX2, AMD Turbo"
1002831,01/02/19,8.946,1yr,No Upfront,standard,EU (Frankfurt),r5a.24xlarge,Yes,Memory optimized,96.0,2.5 GHz,768 GiB,EBS only,20 Gigabit,Windows,Dedicated,EUC1-DedicatedUsage:r5a.24xlarge,10000 Mbps,192.0,"AVX, AVX2, AMD Turbo"
1002833,31/12/17,0.39799999999999996,1yr,Partial Upfront,standard,EU (London),c5.xlarge,Yes,Compute optimized,4.0,3.0 Ghz,8 GiB,EBS only,Up to 10 Gigabit,Windows,Shared,EUW2-BoxUsage:c5.xlarge,Upto 2250 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002850,31/07/18,44016.0,3yr,Partial Upfront,convertible,US East (N. Virginia),r5d.24xlarge,Yes,Memory optimized,96.0,"",768 GiB,4 x 900 NVMe SSD,25 Gigabit,SUSE,Shared,BoxUsage:r5d.24xlarge,"",192.0,""
1002863,01/07/19,0.424,"","","",EU (Stockholm),m5d.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,Shared,EUN1-BoxUsage:m5d.xlarge,Upto 2120 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002873,01/12/17,0.0,3 yr,AllUpfront,standard,South America (Sao Paulo),c5,Yes,Compute optimized,72.0,3.0 Ghz,"","","",Linux,Reserved,SAE1-ReservedHostUsage:c5,"","","Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002880,31/03/18,165427.0,3yr,All Upfront,standard,US West (Oregon),m5.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,USW2-BoxUsage:m5.4xlarge,2120 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002889,31/10/16,61237.0,3yr,All Upfront,standard,EU (Frankfurt),d2.8xlarge,Yes,Storage optimized,36.0,2.4 GHz,244 GiB,24 x 2000 HDD,10 Gigabit,RHEL,Shared,EUC1-BoxUsage:d2.8xlarge,"",64.0,Intel AVX; Intel AVX2; Intel Turbo
1002920,01/07/19,0.28600000000000003,"","","",US West (Oregon),r5a.xlarge,Yes,Memory optimized,4.0,2.5 GHz,32 GiB,EBS only,10 Gigabit,RHEL,Shared,USW2-BoxUsage:r5a.xlarge,Upto 2120 Mbps,8.0,"AVX, AVX2, AMD Turbo"
1002923,28/02/17,0.0,3yr,All Upfront,standard,Canada (Central),i3.4xlarge,Yes,Storage optimized,16.0,2.3 GHz,122 GiB,2 x 1900 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,CAN1-DedicatedUsage:i3.4xlarge,3500 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002933,30/06/17,6.862,3yr,No Upfront,convertible,Canada (Central),i3.8xlarge,Yes,Storage optimized,32.0,2.3 GHz,244 GiB,4 x 1900 NVMe SSD,10 Gigabit,Windows,Shared,CAN1-BoxUsage:i3.8xlarge,7000 Mbps,64.0,"Intel AVX, Intel AVX2, Intel Turbo"
1002935,01/01/19,14529.0,1yr,Partial Upfront,standard,Asia Pacific (Tokyo),c5d.4xlarge,Yes,Compute optimized,16.0,3.0 Ghz,32 GiB,1 x 400 NVMe SSD,Up to 10 Gigabit,Windows,Shared,APN1-BoxUsage:c5d.4xlarge,Upto 2250 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002941,30/06/17,20612.0,3yr,All Upfront,standard,South America (Sao Paulo),m4.xlarge,Yes,General purpose,4.0,2.4  GHz,16 GiB,EBS only,High,Windows,Shared,SAE1-BoxUsage:m4.xlarge,750 Mbps,8.0,Intel AVX; Intel AVX2; Intel Turbo
1002967,01/07/19,0.0,"","","",Asia Pacific (Sydney),r5.metal,Yes,Memory optimized,96.0,"",768 GiB,EBS only,25 Gigabit,Linux,Host,APS2-HostBoxUsage:r5.metal,"",192.0,""
1002970,01/03/19,0.076,3yr,Partial Upfront,standard,Asia Pacific (Hong Kong),m5d.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,SUSE,Shared,APE1-BoxUsage:m5d.xlarge,Upto 2120 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1002999,30/04/18,27.455,1yr,No Upfront,convertible,EU (Ireland),h1.16xlarge,Yes,Storage optimized,64.0,2.3 GHz,256 GiB,8 x 2000 HDD,25 Gigabit,Linux,Shared,EU-BoxUsage:h1.16xlarge,12000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003004,28/10/18,3.5810000000000004,3yr,Partial Upfront,standard,EU (Ireland),r5a.4xlarge,Yes,Memory optimized,16.0,2.5 GHz,128 GiB,EBS only,10 Gigabit,Windows,Shared,EU-BoxUsage:r5a.4xlarge,Upto 2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1003005,01/06/19,3.299,1yr,Partial Upfront,standard,EU (Stockholm),r5.8xlarge,Yes,Memory optimized,32.0,"",256 GiB,EBS only,10 Gigabit,Windows,Shared,EUN1-BoxUsage:r5.8xlarge,"",64.0,""
1003018,01/05/19,0.0,3yr,All Upfront,standard,AWS GovCloud (US),x1e.8xlarge,Yes,Memory optimized,32.0,2.3 GHz,976 GiB,1 x 960 SSD,Up to 10 Gigabit,Windows,Shared,UGW1-BoxUsage:x1e.8xlarge,3500 Mbps,64.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003032,31/10/16,0.0,1yr,All Upfront,standard,Asia Pacific (Tokyo),m1.medium,No,General purpose,1.0,"",3.75 GiB,1 x 410,Moderate,RHEL,Shared,APN1-BoxUsage:m1.medium,"",2.0,""
1003041,31/05/18,16251.0,1yr,All Upfront,standard,AWS GovCloud (US),m5.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,UGW1-DedicatedUsage:m5.xlarge,Upto 2120 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003045,01/03/19,0.0,1yr,All Upfront,convertible,Asia Pacific (Hong Kong),t3.small,Yes,General purpose,2.0,"",2 GiB,EBS only,Low to Moderate,SUSE,Shared,APE1-BoxUsage:t3.small,"",1.0,""
1003050,31/10/17,1.7917,1yr,No Upfront,convertible,AWS GovCloud (US),r4.2xlarge,Yes,Memory optimized,8.0,2.3 GHz,61 GiB,EBS only,Up to 10 Gigabit,Windows,Shared,UGW1-BoxUsage:r4.2xlarge,1600 Mbps,16.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003059,01/12/18,3.863,3yr,No Upfront,convertible,Asia Pacific (Sydney),m5d.metal,Yes,General purpose,96.0,2.5 GHz,384 GiB,4 x 900 NVMe SSD,25 Gigabit,SUSE,Dedicated,APS2-DedicatedUsage:m5d.metal,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003069,31/10/17,5.655,1yr,No Upfront,convertible,AWS GovCloud (US),d2.8xlarge,Yes,Storage optimized,36.0,2.4 GHz,244 GiB,24 x 2000 HDD,10 Gigabit,Windows,Dedicated,UGW1-DedicatedUsage:d2.8xlarge,"",64.0,Intel AVX; Intel AVX2; Intel Turbo
1003077,01/03/19,40952.0,1 yr,PartialUpfront,standard,US West (Oregon),f1,Yes,FPGA Instances,64.0,"","","","",Linux,Reserved,USW2-ReservedHostUsage:f1,"","",""
1003091,01/07/19,0.711,"","","",US West (Oregon),c3.xlarge,No,Compute optimized,4.0,2.8 GHz,7.5 GiB,2 x 40 SSD,Moderate,Linux,Dedicated,USW2-UnusedDed:c3.xlarge,"",8.0,Intel AVX; Intel Turbo
1003100,31/03/18,0.0,1yr,All Upfront,standard,Asia Pacific (Osaka-Local),c4.2xlarge,Yes,Compute optimized,8.0,2.9 GHz,15 GiB,EBS only,High,Linux,Shared,APN3-BoxUsage:c4.2xlarge,1000 Mbps,16.0,Intel AVX; Intel AVX2; Intel Turbo
1003102,31/10/17,162.0,1yr,All Upfront,convertible,Asia Pacific (Seoul),t2.small,Yes,General purpose,1.0,Up to 3.3 GHz,2 GiB,EBS only,Low to Moderate,Linux,Shared,APN2-BoxUsage:t2.small,"",1.0,Intel AVX; Intel Turbo
1003106,01/04/19,49.263999999999996,1yr,No Upfront,standard,EU (Frankfurt),i3en.24xlarge,Yes,Storage optimized,96.0,3.1 GHz,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,Windows,Shared,EUC1-BoxUsage:i3en.24xlarge,14000 Mbps,192.0,""
1003128,01/05/19,19389.0,1yr,Partial Upfront,convertible,US West (Oregon),c5.12xlarge,Yes,Compute optimized,48.0,3.0 Ghz,96 GiB,EBS only,12 Gigabit,Windows,Shared,USW2-BoxUsage:c5.12xlarge,7000 Mbps,96.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Deep Learning Boost, Intel Turbo"
1003130,31/10/17,16928.0,1yr,All Upfront,convertible,EU (Frankfurt),m3.xlarge,No,General purpose,4.0,2.5 GHz,15 GiB,2 x 40 SSD,High,Windows,Shared,EUC1-BoxUsage:m3.xlarge,"",8.0,Intel AVX; Intel Turbo
1003133,31/03/18,0.0,1yr,All Upfront,convertible,US East (Ohio),c5.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,USE2-DedicatedUsage:c5.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003136,01/07/19,0.0,"","","",South America (Sao Paulo),m5.24xlarge,Yes,General purpose,96.0,2.5 GHz,384 GiB,EBS only,25 Gigabit,Windows,Host,SAE1-HostBoxUsage:m5.24xlarge,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003155,30/11/16,0.0,1yr,All Upfront,standard,US West (N. California),c4.2xlarge,Yes,Compute optimized,8.0,2.9 GHz,15 GiB,EBS only,High,Windows,Dedicated,USW1-DedicatedUsage:c4.2xlarge,1000 Mbps,16.0,Intel AVX; Intel AVX2; Intel Turbo
1003191,01/07/19,1.619,"","","",Asia Pacific (Sydney),r5ad.4xlarge,Yes,Memory optimized,16.0,2.5 GHz,128 GiB,2 x 300 NVMe SSD,10 Gigabit,Linux,Dedicated,APS2-UnusedDed:r5ad.4xlarge,Upto 2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1003192,11/12/18,0.49,1yr,No Upfront,convertible,Asia Pacific (Tokyo),r5.xlarge,Yes,Memory optimized,4.0,"",32 GiB,EBS only,10 Gigabit,Windows,Dedicated,APN1-DedicatedUsage:r5.xlarge,"",8.0,""
1003202,01/07/19,8.037,"","","",US East (Ohio),c5n.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,96 GiB,EBS only,50 Gigabit,Windows,Dedicated,USE2-UnusedDed:c5n.9xlarge,7000 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003207,01/02/19,1.673,1yr,No Upfront,standard,Asia Pacific (Tokyo),r5a.2xlarge,Yes,Memory optimized,8.0,2.5 GHz,64 GiB,EBS only,10 Gigabit,Windows,Shared,APN1-BoxUsage:r5a.2xlarge,Upto 2120 Mbps,16.0,"AVX, AVX2, AMD Turbo"
1003233,01/07/19,5.553999999999999,"","","",US East (Ohio),m5d.metal,Yes,General purpose,96.0,2.5 GHz,384 GiB,4 x 900 NVMe SSD,25 Gigabit,RHEL,Shared,USE2-BoxUsage:m5d.metal,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003262,06/11/18,1.317,1yr,No Upfront,convertible,EU (Stockholm),c5d.2xlarge,Yes,Compute optimized,8.0,3.0 Ghz,16 GiB,1 x 200 NVMe SSD,Up to 10 Gigabit,Linux,Dedicated,EUN1-DedicatedUsage:c5d.2xlarge,Upto 2250 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003263,31/03/18,5513.0,1yr,All Upfront,standard,US West (N. California),c5.xlarge,Yes,Compute optimized,4.0,3.0 Ghz,8 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,USW1-DedicatedUsage:c5.xlarge,Upto 2250 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003270,01/02/19,21669.0,3yr,Partial Upfront,convertible,Asia Pacific (Tokyo),r5a.2xlarge,Yes,Memory optimized,8.0,2.5 GHz,64 GiB,EBS only,10 Gigabit,Windows,Dedicated,APN1-DedicatedUsage:r5a.2xlarge,Upto 2120 Mbps,16.0,"AVX, AVX2, AMD Turbo"
1003272,30/11/16,8.283,3yr,No Upfront,convertible,US East (N. Virginia),c4.8xlarge,Yes,Compute optimized,36.0,2.9 GHz,60 GiB,EBS only,10 Gigabit,Windows,Shared,BoxUsage:c4.8xlarge,4000 Mbps,64.0,Intel AVX; Intel AVX2; Intel Turbo
1003287,30/06/18,38.743,3yr,No Upfront,standard,US East (Ohio),r5.24xlarge,Yes,Memory optimized,96.0,"",768 GiB,EBS only,25 Gigabit,Linux,Dedicated,USE2-DedicatedUsage:r5.24xlarge,"",192.0,""
1003294,01/07/19,2.146,"","","",EU (Frankfurt),i3.2xlarge,Yes,Storage optimized,8.0,2.3 GHz,61 GiB,1 x 1900 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,EUC1-DedicatedUsage:i3.2xlarge,1750 Mbps,16.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003303,04/09/18,0.0,3yr,All Upfront,standard,US West (N. California),r5.2xlarge,Yes,Memory optimized,8.0,"",64 GiB,EBS only,10 Gigabit,Windows,Dedicated,USW1-DedicatedUsage:r5.2xlarge,"",16.0,""
1003318,31/10/17,1288.0,1yr,All Upfront,standard,US East (N. Virginia),c5.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,DedicatedUsage:c5.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003322,31/10/17,1378.0,1yr,All Upfront,convertible,EU (Frankfurt),m3.large,No,General purpose,2.0,2.5 GHz,7.5 GiB,1 x 32 SSD,Moderate,SUSE,Shared,EUC1-BoxUsage:m3.large,"",4.0,Intel AVX; Intel Turbo
1003348,05/08/18,0.0,3yr,All Upfront,convertible,US West (N. California),m5d.xlarge,Yes,General purpose,4.0,2.5 GHz,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,Shared,USW1-BoxUsage:m5d.xlarge,Upto 2120 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003360,30/11/16,0.0,1yr,All Upfront,standard,AWS GovCloud (US),d2.xlarge,Yes,Storage optimized,4.0,2.4 GHz,30.5 GiB,3 x 2000 HDD,Moderate,Windows,Dedicated,UGW1-DedicatedUsage:d2.xlarge,"",8.0,Intel AVX; Intel AVX2; Intel Turbo
1003365,01/02/19,21451.0,3yr,Partial Upfront,convertible,Asia Pacific (Sydney),r5a.xlarge,Yes,Memory optimized,4.0,2.5 GHz,32 GiB,EBS only,10 Gigabit,Linux,Shared,APS2-BoxUsage:r5a.xlarge,Upto 2120 Mbps,8.0,"AVX, AVX2, AMD Turbo"
1003367,01/06/19,0.0,1yr,All Upfront,standard,US West (N. California),m5a.2xlarge,Yes,General purpose,8.0,2.5 GHz,32 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,USW1-BoxUsage:m5a.2xlarge,Upto 2120 Mbps,16.0,"AVX, AVX2, AMD Turbo"
1003381,31/03/18,35672.0,3yr,Partial Upfront,standard,EU (Frankfurt),m5.24xlarge,Yes,General purpose,96.0,2.5 GHz,384 GiB,EBS only,25 Gigabit,SUSE,Shared,EUC1-BoxUsage:m5.24xlarge,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003383,31/03/18,0.0,1yr,All Upfront,standard,Asia Pacific (Tokyo),r3.4xlarge,No,Memory optimized,16.0,2.5 GHz,122 GiB,1 x 320 SSD,High,Linux,Shared,APN1-BoxUsage:r3.4xlarge,"",32.0,Intel AVX; Intel Turbo
1003400,05/08/18,13.934000000000001,3yr,No Upfront,standard,EU (Frankfurt),c5d.18xlarge,Yes,Compute optimized,72.0,3.0 Ghz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,Windows,Dedicated,EUC1-DedicatedUsage:c5d.18xlarge,9000 Mbps,144.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003401,31/03/18,0.0,3yr,All Upfront,standard,EU (Frankfurt),m5.24xlarge,Yes,General purpose,96.0,2.5 GHz,384 GiB,EBS only,25 Gigabit,Linux,Shared,EUC1-BoxUsage:m5.24xlarge,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003411,01/04/19,0.0,3yr,All Upfront,convertible,US West (Oregon),i3en.6xlarge,Yes,Storage optimized,24.0,3.1 GHz,192 GiB,2 x 7500 NVMe SSD,25 Gigabit,Linux,Shared,USW2-BoxUsage:i3en.6xlarge,3500 Mbps,48.0,""
1003420,01/03/19,0.0739,3yr,Partial Upfront,convertible,US West (Oregon),a1.2xlarge,Yes,General purpose,8.0,2.3 GHz,16 GiB,EBS only,Up to 10 Gigabit,SUSE,Shared,USW2-BoxUsage:a1.2xlarge,Up to 3500 Mbps,16.0,""
1003433,01/01/19,0.0,1yr,All Upfront,convertible,Asia Pacific (Mumbai),c5d.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,72 GiB,1 x 900 NVMe SSD,10 Gigabit,Linux,Dedicated,APS3-DedicatedUsage:c5d.9xlarge,4500 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003449,01/06/19,1.608,3yr,Partial Upfront,convertible,EU (Paris),m5.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,EBS only,20 Gigabit,Linux,Dedicated,EUW3-DedicatedUsage:m5.16xlarge,10000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003454,01/06/19,382421.0,3yr,All Upfront,convertible,US West (N. California),r5a.8xlarge,Yes,Memory optimized,32.0,2.5 GHz,256 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,USW1-DedicatedUsage:r5a.8xlarge,3500 Mbps,64.0,"AVX, AVX2, AMD Turbo"
1003455,31/03/18,7440.0,3yr,Partial Upfront,standard,Asia Pacific (Seoul),c5.2xlarge,Yes,Compute optimized,8.0,3.0 Ghz,16 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,APN2-DedicatedUsage:c5.2xlarge,Upto 2250 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003459,31/03/18,3.678,3yr,No Upfront,convertible,US East (N. Virginia),x1e.2xlarge,Yes,Memory optimized,8.0,2.3 GHz,244 GiB,1 x 240 SSD,Up to 10 Gigabit,Linux,Dedicated,DedicatedUsage:x1e.2xlarge,1000 Mbps,16.0,"Intel AVX, Intel AVX2"
1003465,31/03/18,0.0,3yr,All Upfront,convertible,Asia Pacific (Mumbai),c5.4xlarge,Yes,Compute optimized,16.0,3.0 Ghz,32 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,APS3-BoxUsage:c5.4xlarge,Upto 2250 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003471,30/04/17,6.047000000000001,3yr,No Upfront,convertible,AWS GovCloud (US),x1.32xlarge,Yes,Memory optimized,128.0,2.3 GHz,"1,952 GiB",2 x 1920 SSD,High,RHEL,Dedicated,UGW1-DedicatedUsage:x1.32xlarge,"",256.0,""
1003476,31/10/16,14362.0,3yr,All Upfront,standard,Asia Pacific (Mumbai),i2.xlarge,No,Storage optimized,4.0,2.5 GHz,30.5 GiB,1 x 800 SSD,Moderate,Windows,Shared,APS3-BoxUsage:i2.xlarge,"",8.0,Intel AVX; Intel Turbo
1003485,31/03/18,6.6083,3yr,No Upfront,standard,Asia Pacific (Tokyo),r4.4xlarge,Yes,Memory optimized,16.0,2.3 GHz,122 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,APN1-DedicatedUsage:r4.4xlarge,3000 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003496,31/10/16,773.0,1yr,All Upfront,standard,Asia Pacific (Singapore),m3.medium,No,General purpose,1.0,2.5 GHz,3.75 GiB,1 x 4 SSD,Moderate,SUSE,Shared,APS1-BoxUsage:m3.medium,"",2.0,Intel AVX; Intel Turbo
1003501,01/12/18,184657.0,3yr,Partial Upfront,standard,US West (N. California),m5.metal,Yes,General purpose,96.0,2.5 GHz,384 GiB,EBS only,25 Gigabit,Linux,Shared,USW1-BoxUsage:m5.metal,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003508,31/01/18,0.0,1yr,All Upfront,standard,Asia Pacific (Osaka-Local),r4.16xlarge,Yes,Memory optimized,64.0,2.3 GHz,488 GiB,EBS only,20 Gigabit,Windows,Dedicated,APN3-DedicatedUsage:r4.16xlarge,12000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel Turbo"
1003521,04/10/18,2.637,3yr,No Upfront,convertible,AWS GovCloud (US-East),r5d.4xlarge,Yes,Memory optimized,16.0,"",128 GiB,2 x 300 NVMe SSD,10 Gigabit,Linux,Shared,UGE1-BoxUsage:r5d.4xlarge,"",32.0,""
1003525,01/07/19,0.0,"","","",Canada (Central),c4.8xlarge,Yes,Compute optimized,36.0,2.9 GHz,60 GiB,EBS only,10 Gigabit,Linux,Host,CAN1-HostBoxUsage:c4.8xlarge,4000 Mbps,64.0,Intel AVX; Intel AVX2; Intel Turbo
1003526,31/10/17,0.0,1yr,All Upfront,convertible,AWS GovCloud (US),t2.medium,Yes,General purpose,2.0,Up to 3.3 GHz,4 GiB,EBS only,Low to Moderate,Linux,Shared,UGW1-BoxUsage:t2.medium,"",2.0,Intel AVX; Intel Turbo
1003530,04/10/18,4.0680000000000005,1yr,Partial Upfront,convertible,AWS GovCloud (US-East),m5.12xlarge,Yes,General purpose,48.0,2.5 GHz,192 GiB,EBS only,10 Gigabit,Linux,Dedicated,UGE1-DedicatedUsage:m5.12xlarge,6000 Mbps,96.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003561,01/03/19,33.326,1yr,No Upfront,convertible,Asia Pacific (Hong Kong),c5.18xlarge,Yes,Compute optimized,72.0,3.0 Ghz,144 GiB,EBS only,25 Gigabit,Windows,Dedicated,APE1-DedicatedUsage:c5.18xlarge,9000 Mbps,144.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003573,28/10/18,1.416,3yr,No Upfront,standard,US East (N. Virginia),r5a.4xlarge,Yes,Memory optimized,16.0,2.5 GHz,128 GiB,EBS only,10 Gigabit,Windows,Shared,BoxUsage:r5a.4xlarge,Upto 2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1003576,01/06/19,3.838,1yr,No Upfront,standard,EU (Paris),m5.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,EBS only,20 Gigabit,Linux,Dedicated,EUW3-DedicatedUsage:m5.16xlarge,10000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003603,01/06/19,0.895,3yr,Partial Upfront,convertible,Asia Pacific (Tokyo),r5d.8xlarge,Yes,Memory optimized,32.0,"",256 GiB,2 x 600 NVMe SSD,10 Gigabit,RHEL,Dedicated,APN1-DedicatedUsage:r5d.8xlarge,"",64.0,""
1003616,31/03/18,0.0,3yr,All Upfront,standard,US West (Oregon),i2.8xlarge,No,Storage optimized,32.0,2.5 GHz,244 GiB,8 x 800 SSD,10 Gigabit,Linux,Shared,USW2-BoxUsage:i2.8xlarge,"",64.0,Intel AVX; Intel Turbo
1003621,11/12/18,0.0,1yr,All Upfront,standard,AWS GovCloud (US),r5.large,Yes,Memory optimized,2.0,3.1 GHz,16 GiB,EBS only,10 Gigabit,Linux,Shared,UGW1-BoxUsage:r5.large,"",4.0,""
1003636,31/03/18,0.0,1yr,All Upfront,convertible,US East (N. Virginia),c5.9xlarge,Yes,Compute optimized,36.0,3.0 Ghz,72 GiB,EBS only,10 Gigabit,Linux,Dedicated,DedicatedUsage:c5.9xlarge,4500 Mbps,72.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003644,01/07/19,0.0,"","","",EU (Frankfurt),c5n.4xlarge,Yes,Compute optimized,16.0,3.0 Ghz,42 GiB,EBS only,Up to 25 Gigabit,Linux,Shared,EUC1-Reservation:c5n.4xlarge,3500 Mbps,32.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1003653,10/12/18,195509.0,3yr,Partial Upfront,standard,Asia Pacific (Seoul),x1e.8xlarge,Yes,Memory optimized,32.0,2.3 GHz,976 GiB,1 x 960 SSD,Up to 10 Gigabit,Linux,Shared,APN2-BoxUsage:x1e.8xlarge,3500 Mbps,64.0,"Intel AVX, Intel AVX2, Intel Turbo"
